worker_id,latitude,longitude,rainfall_mm,orders_accepted,orders_completed,is_active,gps_movement_km,rejected_orders,session_interactions,distance_from_event,claim_count_last_7_days,weather_api_1_mm,weather_api_2_mm,weather_api_3_mm,weather_disagreement_mm,claim_hour,trigger_met,location_check_pass,behavior_check_pass,activity_check_pass,activity_failed_checks,activity_validation_score,activity_validation_reasons,passive_presence_flag,official_data_check_pass,calculated_distance_km,gps_spoof_flag,duplicate_claim_flag,time_pattern_flag,fraud_label
2586,13.01249628901442,77.55167999383606,77.35,7,0,0,1.69,9,22,6.42,3,75.0,83.38,73.67,9.71,9,1,0,0,0,1,0.8,worker not logged in,0,1,6.5,0,0,0,1
2413,13.002682918359636,77.53969943131303,69.84,12,3,0,13.43,12,45,7.23,3,66.37,69.96,73.19,6.82,11,1,0,0,0,1,0.8,worker not logged in,0,1,6.88,0,0,0,1
2383,12.967788568519444,77.62569420250952,77.96,5,0,1,1.73,7,12,3.51,2,83.87,62.58,87.42,24.84,7,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,3.4,0,0,0,0
1226,12.952880947467028,77.62305854606271,44.01,0,0,1,0.2,5,2,3.67,0,42.42,50.55,39.07,11.48,21,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,3.72,0,0,0,1
2398,12.94642622062662,77.66708135564315,12.28,6,2,1,4.77,7,18,8.27,2,13.96,7.34,15.55,8.21,13,0,0,1,0,1,0.8,too many rejected orders,0,0,8.34,0,0,0,0
2987,12.990312791316386,77.56717173515707,71.71,11,5,1,12.4,9,41,3.59,1,69.41,71.6,74.13,4.73,12,1,1,1,0,1,0.8,too many rejected orders,0,1,3.63,0,0,0,0
1759,12.979404158925716,77.60335277484187,40.57,9,6,0,13.51,3,40,1.3,0,45.11,40.13,36.46,8.65,15,0,0,1,0,1,0.8,worker not logged in,0,1,1.29,0,0,0,1
2507,13.04233792177045,77.5698587153487,48.6,13,6,0,20.91,8,39,8.29,0,57.87,47.24,40.68,17.19,2,0,0,1,0,1,0.8,worker not logged in,0,1,8.31,0,0,1,1
1077,12.976874952524847,77.58119843909058,78.6,0,0,1,0.08,8,1,1.37,1,68.43,87.99,79.39,19.56,7,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,1.57,0,0,0,1
1868,13.004350558013899,77.57384618746875,10.46,9,7,1,19.91,3,31,4.55,0,7.5,18.83,5.04,13.79,20,0,0,1,1,0,1.0,genuine activity verified,0,0,4.28,0,0,0,0
2091,12.975383701318309,77.61317799829982,10.78,7,6,1,16.62,1,32,2.35,5,13.4,13.51,5.44,8.08,12,0,0,0,1,0,1.0,genuine activity verified,0,0,2.06,0,1,1,0
3456,13.002987548645267,77.63528087225673,64.61,10,3,1,12.15,7,27,6.25,0,73.72,65.03,55.09,18.63,23,1,0,1,0,1,0.8,too many rejected orders,0,0,5.62,0,0,1,0
1536,13.006432910814667,77.63424266763326,29.38,13,13,1,29.86,0,64,5.57,0,23.41,33.08,31.67,9.67,12,0,0,1,1,0,1.0,genuine activity verified,0,0,5.78,0,0,0,1
1691,12.939418934791007,77.5608875091113,69.73,10,1,1,4.88,11,32,5.35,4,68.8,67.63,72.75,5.13,11,1,0,0,0,1,0.8,too many rejected orders,0,1,5.11,0,1,0,1
2021,12.899274238125171,77.63453871618492,44.02,10,5,1,18.75,6,39,8.46,0,45.98,43.44,42.64,3.34,8,0,0,1,0,1,0.8,too many rejected orders,0,1,9.13,0,0,0,1
3481,13.13794619888708,77.64331588043457,94.6,1,0,1,0.0,4,5,19.53,0,95.93,96.38,91.49,4.89,12,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,19.23,1,0,0,0
3133,12.981866349228492,77.58161612416411,15.75,10,8,1,15.53,4,29,1.3,0,5.65,18.69,22.92,17.27,10,0,0,1,1,0,1.0,genuine activity verified,0,0,1.81,0,0,0,0
1086,12.903020564180155,77.56625954052724,22.76,5,3,0,7.26,3,18,7.88,0,19.31,31.13,17.84,13.29,7,0,0,1,0,1,0.8,worker not logged in,0,0,8.22,0,0,0,1
1584,12.943047220111252,77.57220256822553,18.94,10,6,1,23.31,7,46,4.11,3,22.56,14.69,19.57,7.87,1,0,0,0,0,1,0.8,too many rejected orders,0,0,4.0,0,0,1,1
3054,13.002474971694793,77.66429255384784,42.34,0,0,1,0.21,6,1,8.08,1,40.71,43.58,42.73,2.87,16,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,8.3,0,0,0,1
1145,12.960412926754685,77.60689643065976,44.77,12,10,1,24.07,3,48,1.56,1,52.52,36.04,45.74,16.48,1,0,0,1,1,0,1.0,genuine activity verified,0,1,1.82,0,0,1,1
3139,12.951117543227236,77.60158447390005,57.1,8,0,1,2.98,10,17,2.23,0,71.07,53.01,47.23,23.84,2,1,1,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,2.4,0,0,1,1
1703,13.02763527441252,77.58411012565853,83.55,10,0,0,2.75,11,33,6.59,1,83.57,66.88,100.2,33.32,14,1,0,1,0,1,0.8,worker not logged in,0,0,6.33,0,0,0,1
3294,12.929708514144648,77.69243914445752,21.0,7,0,1,1.06,8,13,11.25,1,11.88,21.73,29.41,17.52,11,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,11.58,0,0,0,0
1733,12.970649478264574,77.77399598175663,72.59,8,0,0,2.78,9,23,19.42,0,71.87,79.89,65.99,13.9,18,1,0,1,0,1,0.8,worker not logged in,0,1,19.44,1,0,0,1
2085,12.980055459001932,77.56575751540805,71.52,7,3,0,4.88,5,33,3.13,4,65.61,76.8,72.16,11.2,14,1,1,0,0,1,0.8,worker not logged in,0,1,3.26,0,1,0,1
2654,12.987218197282155,77.58365539781181,6.09,2,0,1,1.34,3,6,2.39,2,18.15,0.12,0.0,18.15,6,0,0,1,0,1,0.8,no deliveries completed,0,0,2.1,0,0,0,1
1315,12.99145372137363,77.58603021826517,55.47,5,3,0,7.61,3,18,2.69,1,49.96,59.69,56.76,9.73,13,1,1,1,0,1,0.8,worker not logged in,0,1,2.39,0,0,0,0
2392,13.008049521782759,77.6004348791313,1.48,10,9,1,23.65,2,53,3.46,0,4.45,0.0,0.0,4.45,17,0,0,1,1,0,1.0,genuine activity verified,0,0,4.1,0,0,0,1
2262,12.979543144827261,77.56655096029475,43.6,9,7,1,19.28,3,37,3.53,0,47.87,45.44,37.49,10.37,15,0,0,1,1,0,1.0,genuine activity verified,0,1,3.17,0,0,0,0
2959,12.991175357557537,77.61215266093447,55.21,15,11,1,23.26,4,64,2.68,1,61.37,51.24,53.04,10.13,15,1,1,1,1,0,1.0,genuine activity verified,0,1,2.89,0,0,0,0
3490,12.961231629627397,77.65268352528157,77.71,7,0,0,0.0,7,16,6.48,4,77.65,72.34,83.13,10.79,21,1,0,0,0,1,0.8,worker not logged in,0,1,6.4,0,1,0,1
2660,12.974107932129469,77.54205487563983,38.0,0,0,1,0.12,8,1,5.37,2,37.6,26.14,50.25,24.11,14,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,5.7,0,0,0,1
2022,12.975901367202146,77.54947413051632,72.98,12,2,1,5.28,12,34,5.04,1,78.35,61.52,79.09,17.57,9,1,0,1,0,1,0.8,too many rejected orders,0,1,4.91,0,0,0,1
2015,12.980203925432761,77.5752736577881,42.68,7,4,1,14.94,6,30,3.2,1,38.99,40.49,48.57,9.58,0,0,0,1,0,1,0.8,too many rejected orders,0,1,2.3,0,0,1,1
2044,13.002501592303311,77.57712817759568,67.68,6,0,1,0.0,7,14,3.97,2,70.81,66.52,65.7,5.11,11,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,3.92,0,0,0,0
3035,12.993805827277793,77.67453863498984,66.23,0,0,1,0.01,9,0,8.85,1,69.19,56.65,72.86,16.21,12,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,9.01,0,0,0,1
1803,12.973368680116009,77.63466836880059,51.96,0,0,1,0.02,10,0,4.26,2,45.06,52.02,58.79,13.73,3,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.35,0,0,1,1
1417,12.93923496060236,77.63237289408472,9.51,7,5,1,11.61,3,23,4.94,0,10.76,13.66,4.11,9.54,15,0,0,1,1,0,1.0,genuine activity verified,0,0,5.45,0,0,0,0
1835,12.97430685032251,77.58402537225946,78.16,9,3,1,8.5,7,41,1.69,0,71.11,83.31,80.07,12.2,11,1,1,1,0,1,0.8,too many rejected orders,0,1,1.18,0,0,0,0
1056,12.97047928860417,77.58314746372852,23.0,10,6,1,15.03,6,34,1.36,1,23.07,17.17,28.76,11.59,11,0,0,1,0,1,0.8,too many rejected orders,0,0,1.25,0,0,0,1
1265,12.979327263192529,77.53653178344939,18.67,3,0,1,1.35,3,7,5.98,1,13.0,20.89,22.12,9.12,2,0,0,1,0,1,0.8,no deliveries completed,0,0,6.35,0,0,1,0
1225,13.059861012285616,77.6258696091219,55.52,6,0,1,0.28,8,19,10.03,0,64.84,56.6,45.12,19.72,7,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,10.38,0,0,0,1
2928,12.95064908885835,77.61424218419235,80.74,11,2,1,3.99,10,34,3.16,1,83.82,75.83,82.57,7.99,12,1,1,1,0,1,0.8,too many rejected orders,0,1,3.16,0,0,0,1
2805,12.988491560765015,77.64603989458713,93.75,0,0,1,0.28,6,1,6.21,0,92.52,87.33,101.39,14.06,7,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.88,0,0,0,1
2741,13.014338482689773,77.58616681146576,20.24,7,5,0,15.29,2,29,4.44,0,21.8,15.33,23.58,8.25,20,0,0,1,0,1,0.8,worker not logged in,0,0,4.84,0,0,0,0
2154,13.064003468892627,77.69565648546856,97.02,8,0,1,0.83,7,21,15.4,2,95.25,97.76,98.05,2.8,10,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,15.01,1,0,0,0
2792,13.065113804766886,77.60140182114243,3.3,3,1,1,4.09,3,16,10.39,1,1.53,8.38,0.0,8.38,17,0,0,1,1,0,1.0,genuine activity verified,0,0,10.42,0,0,0,1
1403,12.956478428330742,77.63027590302029,28.71,7,7,1,22.48,2,31,3.89,2,39.58,25.27,21.27,18.31,15,0,0,1,1,0,1.0,genuine activity verified,0,0,4.22,0,0,0,1
3251,12.984563568892803,77.5357913751161,83.56,8,0,0,1.15,7,23,6.37,0,91.14,75.58,83.95,15.56,6,1,0,1,0,1,0.8,worker not logged in,0,1,6.53,0,0,0,1
2252,12.939647770204282,77.62404224534953,94.62,6,0,0,0.0,5,21,5.39,1,92.22,97.48,94.17,5.27,13,1,0,1,0,1,0.8,worker not logged in,0,1,4.78,0,0,0,1
3345,12.95753901059427,77.59378017751308,25.38,5,5,1,8.63,1,23,1.08,1,33.91,22.0,20.22,13.69,14,0,0,1,1,0,1.0,genuine activity verified,0,0,1.57,0,0,0,0
1380,12.981557356415866,77.55225450928185,45.37,0,0,1,0.0,5,1,4.46,1,40.54,42.17,53.41,12.88,19,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.72,0,0,0,0
2243,13.0739254769909,77.63992713576059,10.08,10,5,1,14.51,9,41,12.73,0,8.27,16.39,5.57,10.82,12,0,0,1,0,1,0.8,too many rejected orders,0,0,12.39,0,0,0,1
2740,13.050920020869802,77.66944733012174,70.02,6,0,1,0.81,7,19,12.06,0,68.07,68.17,73.83,5.75,9,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,11.98,1,0,0,1
2239,13.02196459397339,77.65250851933096,68.3,10,4,0,12.78,7,34,8.13,2,62.44,61.7,80.75,19.05,13,1,0,1,0,1,0.8,worker not logged in,0,0,8.41,0,0,0,1
2115,12.967801387576294,77.66158738666965,46.2,6,3,1,8.94,5,20,7.61,0,45.64,51.52,41.45,10.07,18,0,0,1,0,1,0.8,too many rejected orders,0,1,7.27,0,0,0,0
1415,12.95831325880644,77.6088150484268,41.37,4,2,1,6.6,3,12,2.49,2,40.57,40.95,42.58,2.01,7,0,0,1,1,0,1.0,genuine activity verified,0,1,2.13,0,0,0,0
1952,13.079759404291176,77.6730802265537,66.09,11,3,1,8.13,9,32,14.84,0,62.38,70.94,64.94,8.56,10,1,0,1,0,1,0.8,too many rejected orders,0,1,14.73,0,0,0,1
1596,12.987369505977682,77.59288235668173,27.69,7,4,1,7.37,6,29,1.55,1,19.39,34.27,29.41,14.88,13,0,0,1,0,1,0.8,too many rejected orders,0,0,1.76,0,0,0,1
1753,12.942820738160858,77.6327321420657,61.79,13,8,1,17.76,4,40,5.07,0,59.98,73.27,52.11,21.15,13,1,0,1,1,0,1.0,genuine activity verified,0,0,5.23,0,0,0,1
2709,13.028989112007864,77.65026608460487,36.27,9,4,1,10.79,5,40,8.88,0,36.84,31.22,40.75,9.53,22,0,0,1,0,1,0.8,too many rejected orders,0,1,8.78,0,0,0,1
2575,12.933892803418747,77.57401604642864,64.55,5,0,1,0.0,7,21,4.29,3,68.8,61.77,63.09,7.02,22,1,1,0,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,4.75,0,0,0,1
2517,13.009062774234271,77.56749963532478,26.6,6,4,1,8.46,2,24,5.56,1,33.37,30.88,15.56,17.81,11,0,0,1,1,0,1.0,genuine activity verified,0,0,5.1,0,0,0,1
1904,13.015746262559732,77.55475355753322,60.81,9,0,1,3.22,9,23,7.13,2,66.07,59.06,57.29,8.79,18,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,6.54,0,0,0,1
3399,12.97669449902626,77.64608369039787,17.95,2,0,1,1.19,4,10,5.52,1,18.37,15.72,19.75,4.03,3,0,0,1,0,1,0.8,no deliveries completed,0,0,5.61,0,0,1,1
1219,12.96905965302247,77.56893470243448,24.63,7,5,1,17.68,2,26,2.92,2,25.98,15.81,32.09,16.28,13,0,0,1,1,0,1.0,genuine activity verified,0,0,2.8,0,0,0,1
1856,13.000859696317638,77.5625424488098,50.41,0,0,1,0.08,11,0,5.17,0,45.23,44.3,61.69,17.39,8,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,4.76,0,0,0,1
1295,12.93773023628464,77.54740113273549,60.66,11,3,1,7.71,9,37,7.04,2,64.51,60.52,56.94,7.57,1,1,0,1,0,1,0.8,too many rejected orders,0,1,6.35,0,0,1,1
1847,12.928577108554279,77.58642562253854,48.59,5,0,1,1.58,6,13,5.41,3,50.25,40.32,55.22,14.9,20,0,0,0,0,2,0.6,no deliveries completed; too many rejected orders,0,1,4.87,0,0,0,1
3404,12.980571892287264,77.66513969242239,84.2,7,0,0,0.15,8,19,7.1,1,82.62,86.5,83.48,3.88,22,1,0,1,0,1,0.8,worker not logged in,0,1,7.71,0,0,0,1
1915,12.995638371387995,77.67835115403291,77.62,8,0,1,0.19,10,23,9.35,1,86.21,73.68,72.97,13.23,22,1,0,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,1,9.46,1,0,0,1
3271,12.984901292523906,77.52816532496792,69.0,9,0,1,3.2,11,39,7.52,2,72.51,55.37,79.14,23.77,19,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,7.35,0,0,0,1
2237,12.939221850836107,77.58042208016094,73.66,0,0,1,0.04,7,0,3.74,0,83.61,65.41,71.97,18.2,7,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,3.91,0,0,0,0
2749,12.998699393683657,77.55322568919625,71.35,6,0,1,1.79,5,22,6.03,1,70.4,74.87,68.76,6.12,6,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.4,0,0,0,0
2143,12.941845562916175,77.63413350964846,23.56,9,5,1,13.16,5,38,5.98,1,23.95,20.22,26.52,6.29,3,0,0,1,0,1,0.8,too many rejected orders,0,0,5.41,0,0,1,1
1664,12.950738454208546,77.60606374189176,67.32,0,0,1,0.0,11,0,2.35,1,65.95,75.43,60.58,14.85,12,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.63,0,0,0,1
2910,12.933841859011121,77.5691372269048,60.65,11,4,0,5.45,7,38,4.97,0,55.93,66.46,59.57,10.53,22,1,1,1,0,1,0.8,worker not logged in,0,1,5.02,0,0,0,0
3422,13.119012514369915,77.68799344097114,49.27,10,0,1,4.72,9,36,19.0,2,56.7,40.96,50.14,15.73,20,0,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,19.26,0,0,0,1
1658,12.996936861641094,77.57550325514369,69.77,9,4,1,11.32,6,40,3.43,2,78.15,57.05,74.11,21.1,16,1,1,1,0,1,0.8,too many rejected orders,0,0,3.5,0,0,0,0
2946,12.995799735027155,77.65916984377499,31.98,6,3,1,6.92,4,25,7.42,0,38.99,23.64,33.32,15.35,19,0,0,1,1,0,1.0,genuine activity verified,0,0,7.5,0,0,0,1
1652,13.021488456845699,77.61647838060064,3.34,5,1,1,3.15,4,18,6.37,1,5.02,3.56,1.44,3.58,21,0,0,1,1,0,1.0,genuine activity verified,0,0,6.03,0,0,0,0
2792,13.08410596992955,77.62139293683666,56.02,9,0,1,1.97,10,19,12.53,0,46.28,65.62,56.16,19.34,17,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,0,12.84,0,0,0,1
2972,12.903230955843593,77.48792330087868,80.25,4,0,0,0.33,6,10,12.92,2,82.32,93.29,65.12,28.17,21,1,0,1,0,1,0.8,worker not logged in,0,0,13.84,1,0,0,1
2123,12.942064936764917,77.59192845284684,98.99,4,0,1,0.0,6,22,2.74,1,98.86,108.68,89.44,19.24,21,1,1,1,0,3,0.4,no deliveries completed; gps movement too low; too many rejected orders,0,0,3.3,0,0,0,1
2842,12.94695299663302,77.67792843836236,37.97,10,6,1,16.55,7,47,9.08,1,40.42,38.29,35.2,5.22,11,0,0,1,0,1,0.8,too many rejected orders,0,1,9.44,0,0,0,1
1680,12.937567215104693,77.64764516280147,30.95,9,6,1,9.72,3,40,6.65,0,28.59,34.77,29.48,6.19,1,0,0,1,1,0,1.0,genuine activity verified,0,0,6.88,0,0,1,1
1198,12.928496670095852,77.52071641656319,69.56,0,0,1,0.16,5,0,9.4,1,66.74,73.05,68.89,6.31,9,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,9.33,0,0,0,1
1240,12.959613877437786,77.58206296669266,106.72,7,1,1,3.05,6,26,1.53,1,111.22,103.3,105.66,7.92,22,1,1,1,0,1,0.8,too many rejected orders,0,1,1.9,0,0,0,0
2117,12.922935851388424,77.54653922136325,2.39,11,8,1,16.44,5,49,7.09,2,6.1,0.0,1.07,6.1,9,0,0,1,0,1,0.8,too many rejected orders,0,0,7.51,0,0,0,1
3256,12.985001694701497,77.66304406241451,21.01,7,1,1,6.22,7,23,7.24,0,26.34,19.16,17.53,8.81,8,0,0,1,0,1,0.8,too many rejected orders,0,0,7.56,0,0,0,1
1318,12.973667932857145,77.60437113129103,56.39,8,4,0,8.62,6,27,0.69,1,61.22,56.88,51.06,10.16,14,1,1,1,0,1,0.8,worker not logged in,0,1,1.08,0,0,0,0
2139,12.990841146590547,77.56388817761074,92.67,2,0,1,0.0,3,8,3.76,1,90.31,86.57,101.14,14.57,4,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,3.96,0,0,1,0
2760,13.07361303704419,77.67008127273412,70.66,6,0,1,2.71,6,18,13.77,0,63.77,67.83,80.38,16.61,19,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,13.98,1,0,0,1
1505,12.995720274137067,77.49030537883726,74.75,6,0,0,0.65,7,20,11.86,0,82.08,72.8,69.38,12.7,9,1,0,1,0,1,0.8,worker not logged in,0,1,11.61,1,0,0,1
2804,12.956663642527046,77.55120154786174,40.42,7,5,1,15.91,3,27,4.64,3,39.66,44.68,36.91,7.78,19,0,0,0,1,0,1.0,genuine activity verified,0,1,4.99,0,0,0,1
1764,13.056445736105347,77.59605774903305,61.75,3,0,1,0.25,3,10,9.31,1,54.47,66.58,64.2,12.11,12,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,9.44,0,0,0,1
3021,12.980977244659284,77.62842701473814,63.32,10,8,1,26.94,3,39,3.62,0,68.24,64.32,57.4,10.84,12,1,1,1,1,0,1.0,genuine activity verified,0,1,3.81,0,0,0,0
2448,12.89710060989501,77.5169474351761,55.85,0,0,1,0.04,5,2,12.09,4,55.18,40.34,72.03,31.69,13,1,0,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,11.81,0,1,0,1
2367,12.992986151626985,77.65231362197744,12.14,4,1,1,1.88,5,14,6.64,3,6.14,14.34,15.93,9.78,11,0,0,0,0,1,0.8,too many rejected orders,0,0,6.69,0,0,0,1
1441,13.022125267540277,77.76352895477234,59.77,10,1,1,3.44,8,24,19.51,0,61.65,55.66,62.01,6.36,0,1,0,1,0,1,0.8,too many rejected orders,0,1,19.15,0,0,1,1
2158,12.972293385166052,77.53654186702506,17.92,12,10,1,24.37,4,53,5.89,3,24.1,13.62,16.03,10.48,18,0,0,0,1,0,1.0,genuine activity verified,0,0,6.29,0,0,0,1
3141,12.966727791037867,77.60376731339137,38.04,8,8,1,24.29,0,36,1.11,0,33.38,41.09,39.64,7.71,15,0,0,1,1,0,1.0,genuine activity verified,0,1,1.13,0,0,0,0
1048,12.952862972084022,77.59723898012425,23.71,0,0,1,0.0,0,2,1.9,0,27.51,21.84,21.77,5.74,9,0,0,1,0,4,0.2,logged in but accepted no orders; no deliveries completed; gps movement too low; too few session interactions,1,0,2.1,0,0,0,1
2896,13.052037044496021,77.66317521281427,48.27,0,0,1,0.16,9,1,11.2,0,48.14,46.46,50.22,3.76,12,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,11.63,0,0,0,1
2231,12.993559314963077,77.58539455227553,57.18,7,4,0,14.37,4,29,2.61,3,56.28,54.06,61.2,7.14,18,1,1,0,0,1,0.8,worker not logged in,0,1,2.64,0,0,0,1
2798,13.000643934457853,77.58773597606499,27.5,7,6,1,9.51,2,31,3.92,1,28.64,26.88,26.99,1.75,23,0,0,1,1,0,1.0,genuine activity verified,0,0,3.31,0,0,1,1
2658,12.934357060482316,77.62879839012659,63.1,0,0,1,0.11,5,0,5.26,1,59.49,63.93,65.9,6.41,10,1,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,5.56,0,0,0,1
2080,13.017777682655746,77.6177556851921,41.91,8,6,1,16.52,3,31,5.67,1,42.2,42.56,40.97,1.59,14,0,0,1,1,0,1.0,genuine activity verified,0,1,5.71,0,0,0,1
1771,12.973072219963878,77.58576467173796,25.77,12,8,1,33.51,6,42,0.51,1,16.35,33.96,27.02,17.61,16,0,0,1,0,1,0.8,too many rejected orders,0,0,0.97,0,0,0,1
2568,12.97852028558609,77.57637099956638,56.18,0,0,1,0.16,5,2,1.61,0,53.49,62.06,53.0,9.06,5,1,1,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,1,2.12,0,0,1,1
1350,12.897347537315422,77.5890435274918,17.25,0,0,1,0.0,8,1,8.0,0,16.48,15.75,19.51,3.75,9,0,0,1,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,8.28,0,0,0,1
2460,13.063311747088754,77.74846570127994,75.51,9,0,1,2.09,11,35,19.38,0,78.17,66.06,82.3,16.25,21,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,19.54,1,0,0,1
1236,12.97216288331494,77.61676645940328,71.32,8,4,1,7.88,6,27,2.26,0,73.08,71.65,69.23,3.84,11,1,1,1,0,1,0.8,too many rejected orders,0,1,2.4,0,0,0,1
2624,12.962994033369155,77.56465270765885,44.39,12,6,1,21.54,7,47,3.3,0,43.59,42.09,47.5,5.41,9,0,0,1,0,1,0.8,too many rejected orders,0,1,3.38,0,0,0,0
2571,12.939064383506134,77.60006796813309,40.33,7,3,1,5.39,6,25,3.09,2,40.17,38.13,42.68,4.55,13,0,0,1,0,1,0.8,too many rejected orders,0,1,3.67,0,0,0,1
1211,12.950018592723154,77.65421766456402,57.28,2,0,1,0.13,3,11,6.67,0,58.18,62.87,50.78,12.09,9,1,0,1,0,2,0.6,no deliveries completed; gps movement too low,0,1,6.89,0,0,0,1
2893,12.96452563225709,77.56134537204811,70.06,11,6,0,20.83,5,31,3.86,0,74.3,68.95,66.91,7.39,17,1,1,1,0,1,0.8,worker not logged in,0,1,3.69,0,0,0,1
2039,12.975232000944402,77.60040667121588,55.0,8,5,0,14.16,4,30,0.27,1,56.29,56.16,52.55,3.74,21,1,1,1,0,1,0.8,worker not logged in,0,1,0.75,0,0,0,0
2967,12.995791663302024,77.58687357292246,78.91,0,0,1,0.09,7,2,2.69,3,91.09,77.09,68.55,22.55,15,1,1,0,0,5,0.0,logged in but accepted no orders; no deliveries completed; gps movement too low; too many rejected orders; too few session interactions,1,0,2.82,0,0,0,1
1104,13.014834248198035,77.59207979936653,69.81,2,0,1,0.0,4,9,4.92,0,58.95,77.88,72.6,18.93,15,1,1,1,0,2,0.6,no deliveries completed; gps movement too low,0,0,4.82,0,0,0,1
1448,12.959826091058911,77.52937369511002,42.07,8,3,1,12.82,7,27,6.91,1,43.97,39.96,42.29,4.02,10,0,0,1,0,1,0.8,too many rejected orders,0,1,7.19,0,0,0,0
2234,12.953353752155387,77.65103051417249,66.36,11,5,1,12.08,8,47,6.56,0,64.7,66.57,67.81,3.11,12,1,0,1,0,1,0.8,too many rejected orders,0,1,6.44,0,0,0,0
1470,12.989106226941372,77.56362592396447,71.54,6,1,1,2.82,6,14,3.35,2,76.58,69.73,68.31,8.27,18,1,1,1,0,1,0.8,too many rejected orders,0,1,3.88,0,0,0,0
1824,12.996033796656434,77.63564287880614,77.31,7,0,1,0.54,9,18,5.52,1,79.26,73.52,79.16,5.74,13,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,5.21,0,0,0,1
2651,12.954231982669645,77.5697449356781,76.49,9,1,0,3.71,9,25,3.44,2,67.55,85.47,76.45,17.92,5,1,1,1,0,1,0.8,worker not logged in,0,1,3.31,0,0,1,0
1361,13.003215739078648,77.56957981392416,85.6,11,3,1,11.65,8,41,4.46,0,80.99,81.17,94.63,13.65,13,1,1,1,0,1,0.8,too many rejected orders,0,1,4.44,0,0,0,0
2694,13.133281075531071,77.67548269018434,114.01,9,0,1,0.69,8,15,20.0,1,109.96,122.86,109.22,13.65,4,1,0,1,0,2,0.6,no deliveries completed; too many rejected orders,0,1,20.0,1,0,1,1
1258,13.023267458626348,77.63435538413911,23.3,6,4,0,7.79,4,24,7.07,1,24.87,21.95,23.07,2.93,10,0,0,1,0,1,0.8,worker not logged in,0,0,7.18,0,0,0,1
